model,resp_id,orig_idx,domain,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label
ragbench_Qwen2.5-0.5B-Instruct,434,434,finqa,0.6600560545921326,200,0.4387127757072449,0.08920654654502869,"[-0.012660108828824831, 0.012599296605853851, 0.013600747323207542, 0.3656537221499002, -0.0019389641243787992]","[0.0025297817581862603, 0.002362479194271998, 0.006616539193727675, 0.06624315311942439, 0.0027900591324382163]",0
ragbench_Qwen2.5-0.5B-Instruct,435,435,pubmedqa,1.8089158535003662,188,0.43167009949684143,0.11307067424058914,"[0.1815275667059394, 0.03744735630622946, -0.06471843515371686, -0.016047088452862537, 0.07317991048392364]","[0.03884611984671829, 0.019514720376719197, 0.011247966582725488, 0.009694745864514536, 0.012735153963381271]",0
ragbench_Qwen2.5-0.5B-Instruct,436,436,hotpotqa,0.9823378324508667,17,0.40484726428985596,0.09861112385988235,"[0.04448487890434027, 0.5154374688588231, 0.05397389065905479, 0.023447097787859947, 0.02214695668541989]","[0.022405462014616847, 0.09759502338468785, 0.011451470619580477, 0.012100627303228147, 0.005386736397943704]",0
ragbench_Qwen2.5-0.5B-Instruct,437,437,hotpotqa,0.5502024292945862,83,2.1212141513824463,0.30613014101982117,"[-0.011829274909343374, 0.004510234825128387, 0.3669719249472449, 1.5931092868999126]","[0.013229515336479106, 0.0036137735948274445, 0.04589347172991685, 0.21608642449399645]",0
ragbench_Qwen2.5-0.5B-Instruct,438,438,pubmedqa,0.8357329368591309,123,1.0368238687515259,0.1629456877708435,"[0.4402318462193133, 0.6033991609452878, -0.006307862115905235, -0.016766392347636886]","[0.09528342503454115, 0.06401010023466477, 0.004259861568468944, 0.007918385904782707]",0
ragbench_Qwen2.5-0.5B-Instruct,439,439,pubmedqa,0.6033638715744019,200,1.390447974205017,0.2276598960161209,"[0.5973767124616961, 0.3134842370841443, 0.33331003182233415, 0.14371649812384021, -0.011074873272145852]","[0.09505686940350216, 0.05819392727286228, 0.05961594472197596, 0.02098716692871321, 0.0027342898989838817]",0
ragbench_Qwen2.5-0.5B-Instruct,440,440,finqa,0.7384452819824219,148,0.5952593684196472,0.12258385121822357,"[0.5709947574922488, 0.024507632200947524, -0.021777257495399237, 0.018404095884764847, 0.04490085208312787]","[0.09782797466877508, 0.0018078442922916953, 0.0019406950824795125, 0.0010316394710301324, 0.0017561482189409534]",0
ragbench_Qwen2.5-0.5B-Instruct,441,441,finqa,1.0997427701950073,55,0.5154162049293518,0.10711102932691574,"[0.4032307442331909, 0.017873427475073683, 0.01775862668638927, 0.04004611276491646, 0.03147022196360261]","[0.07616663880504161, 0.004470022882425052, 0.0028064219389627647, 0.00420341148531365, 0.0064570560266247416]",0
ragbench_Qwen2.5-0.5B-Instruct,442,442,finqa,1.2869302034378052,100,0.4851609468460083,0.06617866456508636,"[0.09005639146309136, 0.10606071520055821, -0.019402108187958903, 0.0036134045775258984, 0.0037172661142551534]","[0.014398602640340954, 0.01004821115299066, 0.002499920032428804, 0.021268806309840897, 0.0024468529662007655]",0
ragbench_Qwen2.5-0.5B-Instruct,443,443,pubmedqa,1.2706010341644287,200,0.5513476133346558,0.11818922311067581,"[0.3554560587008655, 0.1979349796272254, 0.028861575766832175, 0.020758761585957474]","[0.06547806012639257, 0.0381045030116978, 0.010332142905641889, 0.006221222970657437]",0
ragbench_Qwen2.5-0.5B-Instruct,444,444,finqa,0.6126593947410583,200,0.502862811088562,0.10546107590198517,"[0.005448028030120895, 0.005503840578476229, 0.006057730558989078, -0.019058457224673475, 0.4671542554255484]","[0.0023424755511359764, 0.001591447289929846, 0.0017412938221050922, 0.002324305168898917, 0.09496341633238728]",0
ragbench_Qwen2.5-0.5B-Instruct,445,445,finqa,1.306522011756897,57,0.4413760304450989,0.12708140909671783,"[-0.22171383251732454, 0.33950593987786926, -0.07038766092527862, -0.08224736535971476, -0.04479503101107472]","[0.046399708523834134, 0.08691532891066195, 0.020762568743476737, 0.017301732750403767, 0.01911608862197667]",0
ragbench_Qwen2.5-0.5B-Instruct,446,446,finqa,0.6107316017150879,152,0.27913060784339905,0.05033294856548309,"[0.21229045208083694, -0.012046871125813883, -0.014513996426408562, -0.009277624265175626, 0.0014325184685138705]","[0.03968635370040337, 0.0012374937870326807, 0.0011221808076194468, 0.00073232261080641, 0.000852309771703194]",0
ragbench_Qwen2.5-0.5B-Instruct,447,447,covidqa,1.16905677318573,62,1.716757893562317,0.23090046644210815,"[0.18275953858122398, -0.03739023896571692, 0.49243772789956103, 0.03391376751800811]","[0.043210752935732996, 0.023112472408265895, 0.04656246444980547, 0.017785564455435162]",0
ragbench_Qwen2.5-0.5B-Instruct,448,448,finqa,0.5161532163619995,122,0.38826996088027954,0.09543972462415695,"[0.01682695816089108, 0.35161147733483405, -0.005375218316747451, 0.0034958633051828058]","[0.0029481233102922593, 0.0697008180444695, 0.0010037833575110512, 0.003787542460830149]",0
ragbench_Qwen2.5-0.5B-Instruct,449,449,pubmedqa,1.2107603549957275,102,1.3683346509933472,0.23228426277637482,"[1.0042108553233464, 0.2815685053959825, -0.06103774757155085, -0.009428718712186703]","[0.16238126630410346, 0.045461892576908296, 0.03126234399730535, 0.00476190145854458]",0
ragbench_Qwen2.5-0.5B-Instruct,450,450,covidqa,2.0073318481445312,15,1.4279483556747437,0.24452359974384308,"[-0.21897086483271172, -0.19969403739087283, 1.8235469877719879]","[0.011461561536998488, 0.010731170494788481, 0.21502968836575748]",0
ragbench_Qwen2.5-0.5B-Instruct,451,451,pubmedqa,0.8896743059158325,200,0.8743312358856201,0.15579481422901154,"[0.02172619412569702, 0.2613491102666876, 0.5464269475182436]","[0.008445525739815949, 0.04410125651277227, 0.08991210947050206]",0
ragbench_Qwen2.5-0.5B-Instruct,453,453,finqa,0.7105171084403992,107,0.15203645825386047,0.05205673724412918,"[-0.002280131731834906, 0.02342084944699345, 0.07526261203877166, 0.11144765246506794, -0.027933159650069258]","[0.0020969248815580982, 0.0017765710997187803, 0.008501145944314704, 0.03148115945152972, 0.0021597960193828363]",0
ragbench_Qwen2.5-0.5B-Instruct,454,454,pubmedqa,1.1540409326553345,115,0.498824805021286,0.10915681719779968,"[0.02937452859571789, 0.07803794699354473, 0.0758934790924207, 0.01867271914710253, 0.1834483924817584]","[0.012798532834120411, 0.007991430883670417, 0.022623313107847372, 0.006593284793758683, 0.04900894715445522]",0
ragbench_Qwen2.5-0.5B-Instruct,455,455,finqa,0.5800207853317261,86,0.9449926614761353,0.20933818817138672,"[0.6802606420554417, -0.0005206857134231372, 0.03595808362479147, 0.014897201920269063]","[0.1437747344999654, 0.0008213202864373068, 0.0015523518410821737, 0.0011319380375589602]",0
ragbench_Qwen2.5-0.5B-Instruct,456,456,finqa,1.3815267086029053,46,0.112209752202034,0.1024870052933693,"[0.2857981078767135, -0.004431809865625679, 0.002734999498186327, 0.004463135163385469, 0.011108522236178902]","[0.07181811866031318, 0.0017208156303082512, 0.001268402305260244, 0.0018524849762461995, 0.002592037599079642]",0
ragbench_Qwen2.5-0.5B-Instruct,457,457,finqa,0.7271408438682556,176,0.4492158591747284,0.099176786839962,"[-0.008993062344018199, -0.0010226506344459742, 0.06928022719589742, 0.22376929260643538, -0.007159294856216227]","[0.0021869623575061906, 0.0030186809233289998, 0.017420857532356913, 0.0503219206231502, 0.0025531944081221736]",0
ragbench_Qwen2.5-0.5B-Instruct,458,458,pubmedqa,0.45257559418678284,200,1.8002068996429443,0.25116869807243347,"[0.6776693688188675, -0.01097957247077602, 1.109131144072694, 0.0016534509051496116]","[0.10358836246771964, 0.007261905347933535, 0.1521097013701556, 0.004575601884110832]",0
ragbench_Qwen2.5-0.5B-Instruct,459,459,hotpotqa,0.9984450936317444,22,0.19588670134544373,0.03887748345732689,"[0.002888763155417771, 0.0628598537626782, 0.05606948221644747, 0.19532565299331592, 0.10542109987198439]","[0.008867882678879885, 0.006981778136998235, 0.013370297326508246, 0.025729341334888224, 0.005562625844711213]",0
ragbench_Qwen2.5-0.5B-Instruct,460,460,pubmedqa,0.9901663064956665,200,0.5703355669975281,0.1343359500169754,"[0.38234025985761944, 0.11382888562145127, -0.013547725140324474, 0.029861812095423376, 0.009815099692432341]","[0.08545399609222329, 0.03240354353878317, 0.00637572994240486, 0.006159777243494346, 0.004046610108773691]",0
ragbench_Qwen2.5-0.5B-Instruct,461,461,pubmedqa,0.748360812664032,110,1.6320114135742188,0.2394736409187317,"[-0.010802077871300175, 1.229120807360199, 0.418150919031541, -0.006545490713125963, -0.04875678546479983]","[0.007686597177301089, 0.16284657833910965, 0.0637874291670011, 0.0022427501744707776, 0.005267411242356378]",0
ragbench_Qwen2.5-0.5B-Instruct,462,462,pubmedqa,1.1360732316970825,200,0.6893086433410645,0.1336100548505783,"[0.41695707769716817, 0.184442102658395, 0.1710604726435713, -0.003843622942699767, -0.017963660936403586]","[0.0719894171144361, 0.03208440379865351, 0.027877135929938675, 0.004448332546369258, 0.004047687288361956]",0
ragbench_Qwen2.5-0.5B-Instruct,463,463,hotpotqa,1.1309783458709717,23,0.5941153168678284,0.17248132824897766,"[0.14268106222121074, -0.06901689570393342, 0.8750951680767289, 0.026430318439214836, 0.010141215060012537]","[0.011821170774767423, 0.01431744049847833, 0.15653403746799324, 0.005183674990981355, 0.003725901066532159]",0
ragbench_Qwen2.5-0.5B-Instruct,464,464,finqa,0.5699362754821777,200,0.044182226061820984,0.03981618583202362,"[0.0564729418657862, -0.005116157790203033, -0.00767868192859055, -0.005468896435347688, 0.00037046769828521066]","[0.033633365528123564, 0.0007045375644838714, 0.0009601921703010418, 0.0006152950023398773, 0.0005873667049090159]",0
ragbench_Qwen2.5-0.5B-Instruct,465,465,finqa,0.6430070400238037,200,0.154640331864357,0.040051594376564026,"[0.0047173437839956025, 0.005419043149787512, 0.09767698715607252, 0.010067201787405793, 0.01010723550131047]","[0.0015398532963651235, 0.003352564126351467, 0.027331040816760035, 0.001665753315421057, 0.0011258725746797892]",0
ragbench_Qwen2.5-0.5B-Instruct,466,466,finqa,0.7200731039047241,65,0.352220356464386,0.07933574914932251,"[0.27290493390184145, -0.005933304191813267, -0.01572470851685571, -0.022046034826366148, 0.0034061137952448917]","[0.07189617472853976, 0.00180254754647098, 0.004161406036126235, 0.0037051836759694912, 0.004008383403828912]",0
ragbench_Qwen2.5-0.5B-Instruct,467,467,hotpotqa,0.22093774378299713,34,0.6978890895843506,0.14506836235523224,"[0.12201914941161864, 0.7469756604653358, 0.06597925697218777, 0.0884771282760673, 0.07373531425037072]","[0.01356064382228878, 0.09155023592692861, 0.0038765378676677807, 0.004404437300912471, 0.003951042432191798]",0
ragbench_Qwen2.5-0.5B-Instruct,468,468,hotpotqa,1.1927003860473633,27,1.419207215309143,0.25378134846687317,"[0.11283695515157888, 0.15446711218532141, 0.9932142022514233, 0.21461282331950282]","[0.020812784345084597, 0.01765261834728133, 0.1969603647736491, 0.02570053888449045]",0
ragbench_Qwen2.5-0.5B-Instruct,469,469,finqa,0.994796633720398,36,0.4883286654949188,0.11252081394195557,"[0.10882212972925724, 0.38256387639396255, -0.004310746997968333, 0.013686682900192359, 0.047635589503341985]","[0.028200085222413424, 0.06266537847956657, 0.0015429874009511321, 0.0012829510210529014, 0.0020468978856698072]",0
ragbench_Qwen2.5-0.5B-Instruct,470,470,finqa,0.7847812175750732,104,0.17272886633872986,0.06123638153076172,"[0.006627074879518729, -0.011709902557535875, -0.0077076546059078495, 0.2105283633586973]","[0.007575210923842126, 0.0035780561693566316, 0.003019547651731522, 0.04581845246290383]",0
ragbench_Qwen2.5-0.5B-Instruct,471,471,pubmedqa,1.094354510307312,81,1.173224687576294,0.1585918813943863,"[0.19942110749554648, 0.8066578504395794, -0.027391800637321276, -0.02820612636206073, -0.012778517767378898]","[0.028179333876438832, 0.10646677167267549, 0.007356810744296831, 0.0024845274031084523, 0.0018219182443684225]",0
ragbench_Qwen2.5-0.5B-Instruct,472,472,finqa,0.689586877822876,176,0.22190552949905396,0.04673544317483902,"[0.14285658827959546, -0.02248232144617064, -0.021968618377071373, -0.02319275076527302, -0.012443559825186412]","[0.031556991245510216, 0.0007633520207403034, 0.0006154402812147711, 0.0007022170016132246, 0.0005576326599941501]",0
ragbench_Qwen2.5-0.5B-Instruct,473,473,finqa,1.0294935703277588,160,0.6145169138908386,0.13326939940452576,"[0.018184689083955163, 0.0269042472311412, 0.013934119263285537, 0.5657231581781161, 0.012577831782527938]","[0.0023183550512143824, 0.00964681849540483, 0.003386381764084234, 0.11023417356739493, 0.0013719383069878965]",0
ragbench_Qwen2.5-0.5B-Instruct,474,474,pubmedqa,0.6745675206184387,65,0.8597700595855713,0.11476919054985046,"[0.8669770556511384, -0.04582438924409801, 0.01658130057128871, 0.02091910799607691, 0.001837054722962141]","[0.10305100654497279, 0.007252135192800324, 0.005254403098019312, 0.0043499653693091795, 0.004952412439534179]",0
ragbench_Qwen2.5-0.5B-Instruct,475,475,pubmedqa,0.8986263275146484,200,1.7379831075668335,0.2548258900642395,"[0.7047748222153132, 0.7220524888551608, -0.00550756341599481, 0.0009252499422473193]","[0.09698201281170839, 0.11422311101348896, 0.006114758924629697, 0.01008119378578442]",0
ragbench_Qwen2.5-0.5B-Instruct,476,476,finqa,0.6924664378166199,112,0.5938482284545898,0.09556291997432709,"[-0.009727467304831603, -0.029780861714706525, 0.25600082246397243, -0.030136376188149176, -0.01354132331792357]","[0.0018889364363282115, 0.003021395698795004, 0.054884421676640774, 0.002324910249859765, 0.0007767608167743896]",0
ragbench_Qwen2.5-0.5B-Instruct,477,477,pubmedqa,0.717989981174469,200,0.8126689195632935,0.15964020788669586,"[0.2735170380831551, 0.572044345222057, -0.011990489034396888, -0.019578911736170993]","[0.05315654182345497, 0.08815617380440699, 0.006382986454236743, 0.003930473598500726]",0
ragbench_Qwen2.5-0.5B-Instruct,478,478,finqa,0.5297015905380249,200,0.1547912210226059,0.03770935907959938,"[0.1507653408964549, 0.008779646723042447, 0.008987034142094643, 0.007327240640582744, 0.007753147700778413]","[0.03528888976556946, 0.0005889080035569094, 0.0005395030048023841, 0.0005738901403330843, 0.0005369335649794494]",0
ragbench_Qwen2.5-0.5B-Instruct,479,479,finqa,0.5601487755775452,54,0.4791472256183624,0.14334926009178162,"[0.027536822023353967, 0.008590731129827502, 0.5466981091371289, 0.005146662953624973, 0.029771200018760484]","[0.0011766042793955424, 0.0019530687773433792, 0.13868240368951043, 0.001606733103710351, 0.00254275590043957]",0
ragbench_Qwen2.5-0.5B-Instruct,480,480,pubmedqa,0.9546287059783936,200,1.0972195863723755,0.20541690289974213,"[0.481420498628313, 0.42394428819178304, 0.2944769474347595, -0.008843295530668911]","[0.06959474720074013, 0.07539754769742238, 0.050980725646188885, 0.005592025524267399]",0
ragbench_Qwen2.5-0.5B-Instruct,481,481,delucionqa,0.95030277967453,85,1.2978790998458862,0.14443382620811462,"[-0.02989983452922281, 0.7798853444271063, 0.03758854986389291, 0.020445681893718703, -0.001128979955383864]","[0.008475365671029068, 0.10190485042451869, 0.008651709036700381, 0.0035056661858160463, 0.004169865122180989]",0
ragbench_Qwen2.5-0.5B-Instruct,482,482,pubmedqa,0.5757123827934265,200,1.182264804840088,0.20110057294368744,"[0.7826977596804682, 0.28113384339787445, -0.014879591709830038, -0.02274296510882664, -0.01801450781031008]","[0.11439909944791388, 0.06679453898973918, 0.0034834770392245316, 0.0024835903017460127, 0.0023033732539195382]",0
ragbench_Qwen2.5-0.5B-Instruct,483,483,finqa,0.5107776522636414,200,0.14074388146400452,0.03434745967388153,"[-0.017171367050085564, 0.13038706743509124, -0.00349429124594792, -0.005987610497226683, 0.00043251018847627164]","[0.0016922667928914593, 0.023644591186689965, 0.00045338668975958285, 0.0006762326359229575, 0.0005396942796707549]",0
ragbench_Qwen2.5-0.5B-Instruct,484,484,pubmedqa,1.4519153833389282,110,1.5097771883010864,0.22389398515224457,"[0.12027876393006988, 1.098986310715025, 0.1114119165630572, -0.021164414384442023]","[0.04099983411134541, 0.14521377950879302, 0.015732874980812994, 0.005386950355823088]",0
ragbench_Qwen2.5-0.5B-Instruct,485,485,hotpotqa,0.8932246565818787,54,1.2449243068695068,0.19243136048316956,"[0.10593680353944095, 0.10353044638425975, 0.18841890601719638, 1.3023637468082867]","[0.01940390838844737, 0.008095601019575767, 0.031117129173922977, 0.15217139347315525]",0
ragbench_Qwen2.5-0.5B-Instruct,486,486,pubmedqa,1.1354143619537354,181,0.669106662273407,0.14560231566429138,"[0.08754345288515103, -0.014435614084544976, 0.6015738101586423, 0.012283931931991128]","[0.04662826631695746, 0.009223964613673164, 0.08400096425751619, 0.004903735606710509]",0
ragbench_Qwen2.5-0.5B-Instruct,487,487,pubmedqa,0.8719264268875122,200,0.7139009237289429,0.1326831728219986,"[0.5226233981627775, 0.2876047124866182, 0.004470054141079345, 0.0033465653292751086, 0.0030937230815379735]","[0.08477587617800567, 0.036695464918699086, 0.0063906599622140445, 0.002890623210423513, 0.003320772332508568]",0
ragbench_Qwen2.5-0.5B-Instruct,488,488,finqa,0.6431108117103577,200,0.7955862283706665,0.12783914804458618,"[-0.004711662036677353, -0.02460573044599414, 0.6318276507865994, -0.0012370396578239705, 0.0018057463442301015]","[0.0022029345313549697, 0.004804368722723922, 0.08950984685234233, 0.0019505899105158164, 0.0021126493221868257]",0
ragbench_Qwen2.5-0.5B-Instruct,489,489,finqa,0.6540794968605042,112,-0.02809291146695614,0.02767062745988369,"[0.010545076921662908, 0.006833690312752034, -0.005557844311543444, 9.22711067151535e-05, 0.025387135379885097]","[0.0009295145603433395, 0.009745695588362326, 0.0009275188403522959, 0.000734691530437053, 0.002709647975923498]",0
ragbench_Qwen2.5-0.5B-Instruct,490,490,pubmedqa,1.4391571283340454,100,0.32695111632347107,0.09613151848316193,"[0.1117305499750546, -0.004478249568810497, -0.012267417612338249, 0.002753590181373511]","[0.028152658095274886, 0.02002205039772292, 0.010344663631107096, 0.003156562843057884]",0
ragbench_Qwen2.5-0.5B-Instruct,491,491,covidqa,1.408370018005371,58,0.4814998507499695,0.15287570655345917,"[0.318867413023013, 0.013339599203579288, 0.014501470757311145, -0.017187389215466503, 0.038339884661675976]","[0.06674328667815707, 0.033085635973450205, 0.005086481808857884, 0.004192882172533089, 0.016452859383066266]",0
ragbench_Qwen2.5-0.5B-Instruct,492,492,pubmedqa,0.8954127430915833,200,0.9787200689315796,0.15551616251468658,"[0.5350599737826996, 0.2989139701135832, 0.15383046776223183, -0.029288126520073093, -0.007498633180687193]","[0.07734775522051564, 0.051298156273628305, 0.03678607276536695, 0.0028941410957321525, 0.0033166008871467058]",0
ragbench_Qwen2.5-0.5B-Instruct,493,493,pubmedqa,0.6760599613189697,119,0.9152464270591736,0.1768328845500946,"[0.28895307806669546, -0.014408398777387263, -0.014847547156779849, 0.005892877622560424, 0.011191231548413722]","[0.03157295774500108, 0.005715694992603031, 0.0016883742892989564, 0.003492506591823484, 0.0028687993814715913]",0
ragbench_Qwen2.5-0.5B-Instruct,494,494,finqa,0.5945327877998352,141,0.11971437186002731,0.03548489138484001,"[0.013847094390025341, 0.0027601280221477035, 0.01725355939665925, 0.08972890968904837, 0.006835117462850389]","[0.0007546023957026143, 0.0008038121739213052, 0.0025529603200824614, 0.022234955515542314, 0.002575685586437955]",0
ragbench_Qwen2.5-0.5B-Instruct,495,495,pubmedqa,1.5582880973815918,68,1.144535779953003,0.16497448086738586,"[0.8764754863839377, -0.030760720735141897, -0.02514582916902488, -0.0013855373117086641]","[0.098552663495545, 0.007568057264934931, 0.008135765801746268, 0.0068955969126203425]",0
ragbench_Qwen2.5-0.5B-Instruct,496,496,covidqa,1.5047239065170288,17,0.5204446315765381,0.22575034201145172,"[0.04002830888513178, 0.6001453930238152, -0.014722806699116036, -0.04061320501322745, -0.07068666395132502]","[0.050257049864838754, 0.14633898194947773, 0.003577856989042182, 0.009141087090244703, 0.004809573688763682]",0
ragbench_Qwen2.5-0.5B-Instruct,497,497,pubmedqa,1.025866985321045,174,0.40346693992614746,0.09490799903869629,"[0.03051798384584036, 0.18381688854507913, -0.007346992846306556, -0.025863429714901166]","[0.010554882486203902, 0.04525243041836048, 0.0018695289451490429, 0.007315049719111279]",0
ragbench_Qwen2.5-0.5B-Instruct,498,498,finqa,0.615736722946167,171,0.12799642980098724,0.058012425899505615,"[-0.013660964312778464, -0.011268899260194462, 0.1600782787679651, -0.016838377793185547, -0.013783451681427706]","[0.0027628052219906005, 0.001349121771699138, 0.048035804986988326, 0.002854094223379014, 0.0017266610870013072]",0
ragbench_Qwen2.5-0.5B-Instruct,499,499,pubmedqa,0.8994576930999756,24,0.9229962825775146,0.0708845853805542,"[1.0733652430887257, -0.04836937750102758, -0.0262727912486298, -0.013620127415075936, -0.02548689023145319]","[0.05637546356077413, 0.005819120268341749, 0.005904440624808179, 0.010064755982114093, 0.011279991156015967]",0
ragbench_Qwen2.5-0.5B-Instruct,500,500,finqa,0.8368212580680847,86,0.19846157729625702,0.08857323229312897,"[-0.043044379026437235, -0.017832963959900226, -0.017283941138598782, 0.2624822975983653, -0.01664323076233734]","[0.00407566083277164, 0.0025235399484634614, 0.0028432075804031417, 0.06639851590110682, 0.006595965796709841]",0
ragbench_Qwen2.5-0.5B-Instruct,501,501,finqa,0.7246654033660889,141,0.09786830097436905,0.05769580975174904,"[-0.008555431427733774, 0.0018099345610912774, 0.0014024204524430582, 0.09666696406446051, -0.008221303801621345]","[0.0017557663570204622, 0.001085791037043888, 0.0015233121230768904, 0.04219638577018521, 0.002090864527547191]",0
ragbench_Qwen2.5-0.5B-Instruct,502,502,pubmedqa,1.2418577671051025,110,1.2323389053344727,0.2006099671125412,"[0.6452922529590565, 0.45892843689864754, -0.01297543208013601, -0.033035730357104595, -0.011854170847965922]","[0.13724676452265033, 0.05518073596110339, 0.00451623779485999, 0.0028426939787085425, 0.0033837365308448334]",0
ragbench_Qwen2.5-0.5B-Instruct,503,503,finqa,0.46725791692733765,188,0.1396150439977646,0.04317617416381836,"[0.014785011699683657, 0.15399798348721078, -0.0003829887435789173, -0.004441993614543034]","[0.0024414895115277904, 0.03724119539013015, 0.0014407212839548744, 0.0012114491294598333]",0
ragbench_Qwen2.5-0.5B-Instruct,504,504,covidqa,0.9927811026573181,27,2.2466185092926025,0.2768665552139282,"[0.08755731753815242, 1.7526391429343708, 0.3438133389141445, 0.14955964631668325, 0.08007603708042384]","[0.017765271539583745, 0.21335302862226618, 0.042495316856325696, 0.018076776830572204, 0.015747450181556308]",0
ragbench_Qwen2.5-0.5B-Instruct,505,505,pubmedqa,1.004870891571045,200,0.6774517893791199,0.14360849559307098,"[0.011067936900669793, 0.29080281659023965, 0.02956322798418796, 0.0733743609668204, -0.022680512254516998]","[0.012398525080597267, 0.04352433435159725, 0.01916053743853212, 0.03312037989254861, 0.00476651263693654]",0
ragbench_Qwen2.5-0.5B-Instruct,506,506,finqa,0.6806520819664001,200,0.020483842119574547,0.019298113882541656,"[-0.006379324264489696, 0.0004186721886867417, -0.009624634138415331, -0.0042274475395117864, -0.026957727176509252]","[0.0017089143095377324, 0.0013447870924592565, 0.0008964879383420765, 0.00037560039641768126, 0.0014805205682498369]",0
ragbench_Qwen2.5-0.5B-Instruct,507,507,pubmedqa,0.9558684229850769,179,0.6101073622703552,0.10959357768297195,"[0.13529849464385588, 0.07034833037397734, 0.019050204891592537, 0.07373404247132968, 0.20963156770907435]","[0.029483561028753505, 0.012080144232970344, 0.007344748028052921, 0.015099373841492448, 0.03508780058403993]",0
ragbench_Qwen2.5-0.5B-Instruct,508,508,finqa,0.902011513710022,88,0.49105167388916016,0.10259094834327698,"[0.016543053956318297, 0.0274593517390749, 0.032754415822492694, 0.06329245686657972, 0.5086084653491334]","[0.0025099265110295477, 0.002326495128499705, 0.003948269642504085, 0.007821234782408966, 0.09252910271654051]",0
ragbench_Qwen2.5-0.5B-Instruct,509,509,pubmedqa,1.226378083229065,113,0.41012969613075256,0.1057746633887291,"[-0.011762914984421063, -0.02023200746790498, 0.10179346744675526, 0.19645853002332367, -0.020098201078141264]","[0.021753702568766877, 0.013526215940385805, 0.023585303361453074, 0.04071447964802206, 0.010349824232819233]",0
ragbench_Qwen2.5-0.5B-Instruct,510,510,finqa,0.7516278624534607,157,0.08214274793863297,0.04452712461352348,"[-0.011944971735113882, -0.007098069653731182, -0.009756097946719935, 0.10470231120508827, 0.009868934881923898]","[0.0027576048290539716, 0.0017530688208260553, 0.001953824750601389, 0.028466732531639383, 0.0030421881907777004]",0
ragbench_Qwen2.5-0.5B-Instruct,511,511,pubmedqa,0.8795446753501892,158,0.39304319024086,0.10210663825273514,"[0.1238044771113972, 0.3016470228447625, 0.04968400015413172, 0.014465421110963125]","[0.03834396244070028, 0.04763472131746662, 0.005450928033661308, 0.005408228161274156]",0
ragbench_Qwen2.5-0.5B-Instruct,512,512,techqa,2.197270154953003,200,-0.0018753791227936745,0.02011406235396862,"[-0.0017123148709652014, -0.019752815780484524, -8.618920470325975e-05, 0.03312014315812121]","[0.003909076713146078, 0.0018039748968521963, 0.0014530495396843435, 0.004770328595250248]",0
ragbench_Qwen2.5-0.5B-Instruct,513,513,pubmedqa,1.1707468032836914,200,1.1358779668807983,0.18419048190116882,"[-0.00630930725480539, 0.40924726894082597, 0.6329675326552388, 0.13296590201805883, -0.012737170826694637]","[0.00961829298828718, 0.07842781703223978, 0.08595780274625199, 0.02219884766711509, 0.004466225588931821]",0
ragbench_Qwen2.5-0.5B-Instruct,514,514,finqa,0.649921178817749,200,0.11689641326665878,0.03328755497932434,"[0.02165747218049546, 0.024426036635566105, 0.0014836305256426385, 0.011552043388212497, 0.08320810774376469]","[0.0021426195954289897, 0.003918584819980246, 0.0019386313187996506, 0.0014496782364531314, 0.019984449367569327]",0
ragbench_Qwen2.5-0.5B-Instruct,515,515,finqa,0.5996913313865662,73,0.1881566196680069,0.0711555927991867,"[0.013544104985020854, 0.03497626872339337, 0.0327567444406693, 0.023831264285908132, 0.24954820302161962]","[0.002285088104989436, 0.003781844737973998, 0.005251865844770723, 0.004769836488625428, 0.07682124875670886]",0
ragbench_Qwen2.5-0.5B-Instruct,516,516,finqa,1.0775924921035767,64,1.0163124799728394,0.12302283942699432,"[0.5214675074542257, 0.08306083054985258, -0.01170573118823981, 0.04136790596384898, -0.007570398436104853]","[0.08851030921584524, 0.01935987920294302, 0.0038851235911367965, 0.004252471282053083, 0.002815847323980325]",0
ragbench_Qwen2.5-0.5B-Instruct,517,517,finqa,0.9195817112922668,69,0.12375374138355255,0.06534553319215775,"[0.20527778264160745, -0.002207949248812561, 0.01995176740770741, -0.005705822965067626]","[0.05270195733562658, 0.002738282949074847, 0.0014128793694549197, 0.001256323806057276]",0
ragbench_Qwen2.5-0.5B-Instruct,518,518,finqa,0.6713520884513855,142,-0.0768483579158783,0.02225993573665619,"[-0.0075706163908928915, -0.0038878445223667446, 0.0045788299767050185, -0.002316818515401139, -0.043357420967460814]","[0.0025056902272049078, 0.00023559795996029253, 0.000399243600481199, 0.0004643449396169585, 0.006137417419453218]",0
ragbench_Qwen2.5-0.5B-Instruct,519,519,pubmedqa,0.8019658923149109,127,0.8509756922721863,0.15362361073493958,"[0.18635065624829886, 0.03372524362810251, 0.6472863868105156, -0.07195345778899086, -0.03234987224937853]","[0.03365138796023147, 0.028113334653549222, 0.07207810951236719, 0.008189875578078789, 0.0065058466961109545]",0
ragbench_Qwen2.5-0.5B-Instruct,520,520,pubmedqa,1.0971187353134155,200,0.4549245834350586,0.10573530197143555,"[0.5069300943759663, -0.020215960570203605, -0.023773423645761797, -0.03184962345694657]","[0.0916260344599084, 0.009057400141168728, 0.00694765449655165, 0.0055794190895008455]",0
