model,resp_id,orig_idx,domain,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label
ragbench_Qwen2.5-0.5B-Instruct,521,521,finqa,0.6378712058067322,152,0.21603599190711975,0.045410409569740295,"[0.04670706439119206, 0.05177802226061084, 0.0059586427096396735, -0.004189069660517481, 0.007635054977057328]","[0.007531838394947654, 0.0148778779678007, 0.0006942325400688457, 0.0013488783643276448, 0.0036644285404456036]",0
ragbench_Qwen2.5-0.5B-Instruct,522,522,techqa,1.7369004487991333,191,0.481693297624588,0.08572044968605042,"[-0.05251597487747868, -0.01895523634669127, -0.0033445548617704016, 0.1754459015535482, -0.011125957387842661]","[0.00956484337785834, 0.0019185069131922867, 0.019098636718045778, 0.027079103515418756, 0.0067283368055521126]",0
ragbench_Qwen2.5-0.5B-Instruct,523,523,pubmedqa,0.9003031849861145,200,1.2636924982070923,0.19068141281604767,"[0.8248980578125247, 0.457727057732659, -0.026024988863146064, -0.004853182961992389]","[0.13153737811710756, 0.06026817949025364, 0.004535098957935446, 0.0025769021267934987]",0
ragbench_Qwen2.5-0.5B-Instruct,524,524,finqa,0.5890117883682251,200,0.28790608048439026,0.05621293559670448,"[-0.012612945222060716, -0.010656853676662052, 0.3075124915963701, -0.007670173524273025, -0.012830688834538079]","[0.0008365283873096274, 0.0010029121585864687, 0.04809436886460535, 0.0017260152731187618, 0.0008709230090932252]",0
ragbench_Qwen2.5-0.5B-Instruct,525,525,finqa,0.5846863389015198,200,0.11299865692853928,0.04710957035422325,"[-0.02607335416183844, -0.017451531020043945, -0.009894691471459396, 0.12241745221031124, -0.026229348622584324]","[0.002776079405881191, 0.0023689887492844976, 0.003483127340221728, 0.036211680910143686, 0.004318037657307486]",0
ragbench_Qwen2.5-0.5B-Instruct,526,526,finqa,0.7012245655059814,163,0.11297658085823059,0.04674616456031799,"[0.0002904910746032429, -1.6185842575000076e-06, -0.003010800931883332, 0.005765774916115311, 0.13931343000141544]","[0.002608246690836054, 0.0018166858467638808, 0.003550768383046753, 0.0025395620719000696, 0.036484719783515036]",0
ragbench_Qwen2.5-0.5B-Instruct,527,527,pubmedqa,1.2171200513839722,99,1.09538733959198,0.1442478448152542,"[1.1388166194353628, -0.022347671230193673, 0.025503377708868943, -0.021715196791296645]","[0.1434005610891759, 0.005296167566731551, 0.008458851289540601, 0.004826431474245138]",0
ragbench_Qwen2.5-0.5B-Instruct,528,528,finqa,0.6416414976119995,166,0.21596013009548187,0.05071957781910896,"[0.04941642977089404, 0.20961822814623735, -0.007120677611010525, -0.0037008505771363082, 0.008555498342298599]","[0.004827344202786244, 0.04215291129452996, 0.0008588601473335933, 0.0008210392416524236, 0.0009897280257057076]",0
ragbench_Qwen2.5-0.5B-Instruct,529,529,pubmedqa,1.0201770067214966,200,0.9411002993583679,0.17184796929359436,"[-0.0069039696461004494, 0.2562037094183324, 0.5458973969828549, 0.009822224431372888, -0.012779409548002149]","[0.020018295655348767, 0.051675309675505904, 0.07761581809848962, 0.002919738203262341, 0.002433974441470923]",0
ragbench_Qwen2.5-0.5B-Instruct,530,530,finqa,0.5010935068130493,181,0.32614609599113464,0.0883871391415596,"[0.016205417280814382, 0.30161863457756, 0.000541775740283891, 0.004388618873833155, 0.01764182295562666]","[0.009949645320001648, 0.07884706487667814, 0.003915035644789132, 0.002905277247137955, 0.00511164771165171]",0
ragbench_Qwen2.5-0.5B-Instruct,531,531,pubmedqa,0.7484562397003174,190,1.031386137008667,0.14811842143535614,"[0.23181424417559932, -0.01023452730927554, 0.4677750837139372, 0.3273846628060638, -0.0016290209711960894]","[0.03794620344116176, 0.00629647399712242, 0.05503910478101734, 0.035441885220769104, 0.005741953443299208]",0
ragbench_Qwen2.5-0.5B-Instruct,532,532,pubmedqa,0.7217983603477478,171,1.2880522012710571,0.21263045072555542,"[0.5436786799819265, 0.7818608304155665, -0.01128979858643037, -0.01741928189536519]","[0.08393075513769702, 0.11632303927463425, 0.006122714293975437, 0.004045551499026175]",0
ragbench_Qwen2.5-0.5B-Instruct,533,533,finqa,0.7011552453041077,200,0.42924797534942627,0.10118003934621811,"[0.35514800608244795, -0.00029248873574715616, -0.0024817298227890207, -0.005917842494185948, -0.013563038828149843]","[0.08256800481263894, 0.004014909507556865, 0.002625324568198195, 0.0022506632239304735, 0.0020710074391564605]",0
ragbench_Qwen2.5-0.5B-Instruct,534,534,finqa,0.933745265007019,36,-0.029934542253613472,0.046471331268548965,"[0.013330833655825498, 0.012580148146753345, 0.0295740246156634, 0.021938680276106324, 0.13764414984628578]","[0.002319313714694873, 0.0016011985750247328, 0.004892635114054479, 0.001242460241340066, 0.020789503928439344]",0
ragbench_Qwen2.5-0.5B-Instruct,535,535,pubmedqa,1.4182405471801758,114,0.9717369675636292,0.13689963519573212,"[0.6203564740063852, -0.03906862398173217, -0.0362839051977381, -0.027275381681472043]","[0.07549961824342813, 0.004813303184144452, 0.0028547973654320614, 0.009173635696605854]",0
ragbench_Qwen2.5-0.5B-Instruct,536,536,finqa,0.6373367309570312,171,0.3094059228897095,0.08544718474149704,"[-0.0011145464919212168, 0.020184292188409742, 0.29635920980251673, 0.006345638303718638, 0.0037441463848834735]","[0.0021736119624121563, 0.0020442610866053344, 0.06791337683365282, 0.005608651892653868, 0.0007258731065035441]",0
ragbench_Qwen2.5-0.5B-Instruct,537,537,pubmedqa,1.164074420928955,200,0.5676133632659912,0.11398573219776154,"[0.04183776136526831, 0.2852841224907843, 0.09261042486793031, 0.004148836276222027, 0.004397003379881426]","[0.010556679694558114, 0.05982900315839416, 0.029473316543090676, 0.004778362061310588, 0.006350087513673514]",0
ragbench_Qwen2.5-0.5B-Instruct,538,538,finqa,0.6005222797393799,166,0.1548459827899933,0.0604376457631588,"[0.008378799009591034, 0.02079479275360164, 0.18706072925668918, 0.0046335243392297935]","[0.005681960452830428, 0.006367512471465468, 0.04920424013622547, 0.0005053441972222572]",0
ragbench_Qwen2.5-0.5B-Instruct,539,539,pubmedqa,1.869028925895691,32,0.215268075466156,0.1599891036748886,"[0.45260550305647484, 0.05132873669936089, 0.0373908171623043, 0.04255030205604271, -0.059974289701131056]","[0.15814175552873166, 0.0195511790802243, 0.003766743478763601, 0.003252045832425665, 0.006050611385944649]",0
ragbench_Qwen2.5-0.5B-Instruct,540,540,finqa,1.2438182830810547,22,0.76348876953125,0.15896975994110107,"[0.0660982832163096, 0.8980794461174149, 0.030532261677845698, 0.062776069593383, 0.09180183507322165]","[0.0039553188398093134, 0.14430610984961526, 0.00643626987485649, 0.003968089196524199, 0.007633421831625045]",0
ragbench_Qwen2.5-0.5B-Instruct,541,541,pubmedqa,1.0011320114135742,200,0.9974821209907532,0.16963763535022736,"[0.12844005009574175, -0.02119040384066011, 0.2191662533097224, 0.6200970278140175, -0.01838716605722766]","[0.03564311671350936, 0.006299837418068819, 0.041203892204795096, 0.08831376052215084, 0.004085913409795126]",0
ragbench_Qwen2.5-0.5B-Instruct,542,542,finqa,0.8192397952079773,77,0.6740856170654297,0.1918473243713379,"[-0.08616259984440845, -0.04576150480674683, 0.4854774930610164, -0.0003905998828368074, 0.03753857621120608]","[0.006142993984045784, 0.0033646440267663786, 0.11599050813301594, 0.002410074315091665, 0.0014300353856419683]",0
ragbench_Qwen2.5-0.5B-Instruct,543,543,finqa,1.0276525020599365,104,0.20428308844566345,0.06642014533281326,"[0.033545266863816675, 0.013372258801137623, 0.011123325109941526, 0.002645719353840657, 0.1941099835051913]","[0.0037587654537613977, 0.003885807136733195, 0.005806855541346651, 0.0007396771782942197, 0.04664307926029073]",0
ragbench_Qwen2.5-0.5B-Instruct,544,544,hotpotqa,0.4970761239528656,25,0.4665736258029938,0.064888134598732,"[0.4169904560089344, 0.18778488577532698, 0.16270484567066887, 0.15038720614960766, 0.19704038751413464]","[0.03880355704110116, 0.016880753321602243, 0.015420002872460828, 0.01442390695301583, 0.014387486092127802]",0
ragbench_Qwen2.5-0.5B-Instruct,545,545,pubmedqa,0.9224531650543213,200,1.1395055055618286,0.17449313402175903,"[-0.012970920499337808, 0.5923776734541752, 0.2906095407123212, 0.012984792780162024, 0.282829660959851]","[0.009028276261304313, 0.08218669969430721, 0.03790372441832915, 0.012736423674934655, 0.03601619794499186]",0
ragbench_Qwen2.5-0.5B-Instruct,546,546,finqa,2.0129282474517822,19,0.05039997771382332,0.06702417135238647,"[-0.07744908775815643, 0.015494919130823723, 0.022781709114114118, 0.2249944556219577, 0.051717376114347166]","[0.0201637662087131, 0.002538258032401293, 0.0028619099915120293, 0.011376808251737347, 0.0010204189805718717]",0
ragbench_Qwen2.5-0.5B-Instruct,547,547,finqa,1.3439505100250244,50,0.4195977747440338,0.15044771134853363,"[0.02096239229821549, 0.014480874636608404, -0.0022624414819165397, 0.041208855703800965, 0.45705470880140636]","[0.002706091830274886, 0.00393230706884708, 0.0025311883021117863, 0.005444608983281114, 0.1174676256403552]",0
ragbench_Qwen2.5-0.5B-Instruct,548,548,finqa,0.49339619278907776,126,0.26956504583358765,0.058096423745155334,"[0.26457200521467134, 0.013234649841457386, -0.0018327855472134182, 0.013127531839330235, 0.00072227510773585]","[0.04433432494704854, 0.000549884101918083, 0.0014076727964433327, 0.0007661766442468087, 0.000607828549738268]",0
ragbench_Qwen2.5-0.5B-Instruct,549,549,pubmedqa,0.9538957476615906,200,1.3845949172973633,0.21375912427902222,"[0.42859011156461746, 0.3843823968207539, 0.629678049149461, 0.01634778027902257, 0.00014763903714197114]","[0.06559575621054861, 0.05722800766318347, 0.0799409538581441, 0.012045391096044184, 0.004084022826944036]",0
ragbench_Qwen2.5-0.5B-Instruct,550,550,finqa,0.6730367541313171,175,0.12856875360012054,0.06524449586868286,"[-0.01675760252559225, 0.007861625488492011, -0.007012154985817948, -0.008309407003772711, 0.07295563515548045]","[0.002733048246054588, 0.0020252526202776673, 0.0015611425071538829, 0.0016398618064178143, 0.04735102579237329]",0
ragbench_Qwen2.5-0.5B-Instruct,551,551,pubmedqa,1.1068899631500244,200,0.7013599276542664,0.14886616170406342,"[0.4864990057433897, 0.2351834240264452, 0.009792992814009267, 0.004916444432574281, 0.007676484514777257]","[0.09237116813729443, 0.047559880858734686, 0.003555992288809904, 0.0036471203414893696, 0.002019446736943564]",0
ragbench_Qwen2.5-0.5B-Instruct,552,552,techqa,1.7300585508346558,200,0.09590715169906616,0.014337606728076935,"[0.017328731195939327, -0.010269539765504305, -0.01587654251456115, -0.012567773879272864, -0.002802427320220886]","[0.002784548021224964, 0.0022622724167695196, 0.0022812559463909563, 0.00365706358905868, 0.002754944000048454]",0
ragbench_Qwen2.5-0.5B-Instruct,553,553,pubmedqa,0.5582172870635986,200,1.8096553087234497,0.27935659885406494,"[1.1356870543020887, 0.3071314310299169, 0.575725046557734, 0.005038192972155003]","[0.17784036647759877, 0.04089047872062515, 0.0798625466359551, 0.004891282119956913]",0
ragbench_Qwen2.5-0.5B-Instruct,554,554,pubmedqa,0.7135802507400513,200,0.7775453925132751,0.13888205587863922,"[0.300254173845733, -0.017306923574907956, 0.21813927869368968, 0.23417557977787623, -0.00601718737441729]","[0.04555461378132634, 0.005858738103960235, 0.03544424232630263, 0.04037932596441806, 0.006765958982859814]",0
ragbench_Qwen2.5-0.5B-Instruct,555,555,hotpotqa,1.035273551940918,26,0.034983955323696136,0.11998461931943893,"[0.09319516061553329, 0.034548425439844814, -0.08945624146312744, 0.06250795701089373, 0.039486807250096505]","[0.02224904810227949, 0.010269932231184296, 0.017810199976600834, 0.006714454947532781, 0.005430092935140552]",0
ragbench_Qwen2.5-0.5B-Instruct,556,556,finqa,0.6342640519142151,187,0.13695769011974335,0.04387613385915756,"[-0.004055058789949701, -0.0062962132817939226, -0.0005214251361070987, 0.0008709652633161388, 0.1664628900509493]","[0.0007130461485723936, 0.001261044842306578, 0.00068675991027178, 0.001006430450315059, 0.037325955417504525]",0
ragbench_Qwen2.5-0.5B-Instruct,557,557,finqa,1.3365106582641602,68,0.15333102643489838,0.04707130789756775,"[-0.015375104520658437, 0.0032434714885044634, -0.009178329566619889, -0.014180673500023284, 0.027941311793630817]","[0.0053113098625605, 0.002800457973185811, 0.0017483778391635951, 0.0019703900320965817, 0.003503468123113862]",0
ragbench_Qwen2.5-0.5B-Instruct,558,558,finqa,0.9126710891723633,69,0.24431654810905457,0.08243317157030106,"[0.12596623046809566, 0.1425663095516042, 0.17402776184452165, -0.006865218770605903]","[0.00809025838084809, 0.036391029613775536, 0.02641988625447723, 0.0016985469393178034]",0
ragbench_Qwen2.5-0.5B-Instruct,559,559,pubmedqa,1.1525468826293945,82,0.6885436177253723,0.10710083693265915,"[0.019706842680634287, 0.5775935158427473, 0.04347717211576088, 0.06308244366398245]","[0.03536248492427219, 0.06353223484843838, 0.01559518831130867, 0.00723163142887793]",0
ragbench_Qwen2.5-0.5B-Instruct,560,560,pubmedqa,0.8814592957496643,109,0.9099206328392029,0.12393716722726822,"[0.05110065199665068, 0.027302192132387847, 0.2035694956285466, 0.43562142575615953, 0.010624557478443363]","[0.014942899033475017, 0.012858976389598457, 0.03200237894733568, 0.04477262267214261, 0.006522438539767699]",0
ragbench_Qwen2.5-0.5B-Instruct,561,561,pubmedqa,0.9191069006919861,82,0.9284198880195618,0.1670789122581482,"[0.12991502747571781, 0.8660027979608791, -0.014031681313476506]","[0.04481856263459033, 0.12618706340655503, 0.005504782722340104]",0
ragbench_Qwen2.5-0.5B-Instruct,562,562,finqa,0.7963689565658569,135,1.1386709213256836,0.18250733613967896,"[-0.005457455853704855, 1.0438453378790318, -0.02000001765532244, 0.0026941219577864745, -0.012483803207875453]","[0.009410690467054518, 0.17370707794240878, 0.007376316833794708, 0.0068856447508812415, 0.006214170039905193]",0
ragbench_Qwen2.5-0.5B-Instruct,563,563,finqa,0.7664079666137695,169,0.14644762873649597,0.038213808089494705,"[0.04782787725043926, -0.004733316720741974, 0.06060288323573407, 0.00936163279778442]","[0.005624267655139461, 0.0016307457005957436, 0.013769907578787176, 0.0012835634923456882]",0
ragbench_Qwen2.5-0.5B-Instruct,564,564,hotpotqa,1.0127127170562744,20,-0.13611112534999847,0.06373457610607147,"[0.014008466392988339, -0.08342573481495492, 0.018688872462371366, -0.08914783344953321]","[0.013286445008270675, 0.010159177862624347, 0.01690856933782925, 0.08134041132725542]",0
ragbench_Qwen2.5-0.5B-Instruct,565,565,finqa,1.1839356422424316,83,0.13762378692626953,0.04591492563486099,"[0.10214276931539468, 0.004801162474422999, -0.005917909612249041, -0.006206992789994257, -0.010213064057908528]","[0.02451364474433765, 0.001010211163717546, 0.00044406656110209313, 0.00035534466593321396, 0.0036686453478638674]",0
ragbench_Qwen2.5-0.5B-Instruct,566,566,pubmedqa,1.4672192335128784,73,0.7283554673194885,0.1370030641555786,"[0.11139958792554265, 0.7481991342286426, -0.024226236343702735, -0.03444281360931847, -0.1000957188056144]","[0.022202305858452946, 0.1130880513084452, 0.009210309159125121, 0.007248814935705113, 0.011757247576671744]",0
ragbench_Qwen2.5-0.5B-Instruct,567,567,pubmedqa,0.8384944796562195,200,0.9955413937568665,0.19043214619159698,"[0.32420386892083114, 0.37302013940055984, 0.3621176656739772, -0.007179135893111379]","[0.056699357105749186, 0.06877645917032595, 0.07412836609187877, 0.004592497732554364]",0
ragbench_Qwen2.5-0.5B-Instruct,568,568,finqa,0.9547260403633118,55,0.6214671730995178,0.07988734543323517,"[0.019253026633294403, 0.02202902144439246, 0.047109965742135336, 0.4394791217483192, -0.0013779738377789645]","[0.004138970193779492, 0.0010681716304033401, 0.007528305902092698, 0.04792689539091393, 0.002965809505059011]",0
ragbench_Qwen2.5-0.5B-Instruct,569,569,finqa,0.6664779782295227,113,0.3765043318271637,0.08304628729820251,"[0.20035287441230792, 0.1603533458615428, 0.01609816194363329, -0.0024988360889965588, 0.07237296067785765]","[0.03373825844076303, 0.01920021647076645, 0.0019354936753017634, 0.0007440395445792369, 0.020833723658098262]",0
ragbench_Qwen2.5-0.5B-Instruct,570,570,pubmedqa,1.0780245065689087,192,1.102432370185852,0.19499902427196503,"[0.5692701776548953, 0.4648964135177304, 0.3684281190780941]","[0.07231703869381552, 0.07517144495733419, 0.07139797147928399]",0
ragbench_Qwen2.5-0.5B-Instruct,571,571,covidqa,0.7595809698104858,23,0.8071910738945007,0.10890255123376846,"[-0.13009210049605588, 0.8544966739035494, -0.03258672542268987, 0.02209821193853555, -0.02918363520502285]","[0.0036774494508237062, 0.08376971594478401, 0.0014279753903516078, 0.001006038072447431, 0.00556029364960246]",0
ragbench_Qwen2.5-0.5B-Instruct,572,572,hotpotqa,1.1625006198883057,18,2.8160200119018555,0.3116570711135864,"[0.18743416423932205, 3.277447814742724, 0.2759832146825324, 0.2725261566560625]","[0.007030325528780345, 0.323271579730014, 0.012407234949534995, 0.013774409955254264]",0
ragbench_Qwen2.5-0.5B-Instruct,573,573,finqa,1.229232907295227,58,0.014408547431230545,0.08824047446250916,"[-0.0215625446403935, 0.016361787614767247, -0.005098434265587927, 0.1996240836742486, -0.010314378828925014]","[0.004442763586180733, 0.0015528872794310826, 0.0019319842018740803, 0.05283985336033397, 0.003025309129715628]",0
ragbench_Qwen2.5-0.5B-Instruct,574,574,finqa,0.5538743734359741,178,0.02614600956439972,0.010543390177190304,"[0.0036122734465832028, 0.005088174435549559, -0.000853289260177324, -0.005138187382619456, 0.036316175362505386]","[0.0005003092613558723, 8.35885938143425e-05, 9.037586700376426e-05, 0.00017883871990260957, 0.005667588407249972]",0
ragbench_Qwen2.5-0.5B-Instruct,575,575,hotpotqa,2.089325189590454,23,1.2269322872161865,0.23616154491901398,"[-0.27238489765896584, -0.065160087982962, 1.2372046832106602, -0.06137792821771101, -0.05611714073861747]","[0.0625032786070812, 0.018448662756070364, 0.1421740423200232, 0.012619809719541556, 0.011167141142046286]",0
